,Latitude,Longitude,Velocidade,Orientação
477,-29.882576222615196,-51.18096728126378,66,0
478,-29.881889788603612,-51.18096728126378,68,0
479,-29.881889788603612,-51.18096728126378,68,0
480,-29.880547656431702,-51.18095703598003,68,0
481,-29.880547656431702,-51.18095703598003,68,0
482,-29.87919527897604,-51.180946790696275,68,0
483,-29.87919527897604,-51.180946790696275,68,0
484,-29.877962429830852,-51.18097752654754,54,0
485,-29.877460410926858,-51.18096728126378,47,0
486,-29.877460410926858,-51.18096728126378,47,0
487,-29.877460410926858,-51.18096728126378,47,0
488,-29.87645978821345,-51.18096728126378,21,0
489,-29.87626854291669,-51.18097752654754,17,0
490,-29.87626854291669,-51.18097752654754,17,0
491,-29.876149014606213,-51.18096728126378,5,0
492,-29.876149014606213,-51.18095703598003,0,0
493,-29.876149014606213,-51.18095703598003,0,0
494,-29.876149014606213,-51.18095703598003,0,0
495,-29.876149014606213,-51.18095703598003,0,0
496,-29.876149014606213,-51.18095703598003,0,0
497,-29.876149014606213,-51.18095703598003,0,0
498,-29.876128524038705,-51.18095703598003,6,0
499,-29.875998750444474,-51.18095703598003,18,0
500,-29.8757426183506,-51.18095703598003,30,0
501,-29.8757426183506,-51.18095703598003,30,0
502,-29.875011788109408,-51.18092630012876,40,0
503,-29.875011788109408,-51.18092630012876,40,0
504,-29.87458490128628,-51.18090239446667,43,0
505,-29.873522806870344,-51.18089214918291,63,0
506,-29.873522806870344,-51.18089214918291,63,0
507,-29.873522806870344,-51.18089214918291,63,0
508,-29.871719636929463,-51.18031499819805,56,22
509,-29.87121420293088,-51.179990564212474,59,45
510,-29.87121420293088,-51.179990564212474,59,45
511,-29.87121420293088,-51.179990564212474,59,45
512,-29.869660334894704,-51.179153866039144,56,22
513,-29.869660334894704,-51.179153866039144,56,22
514,-29.869069523531497,-51.17905824339076,61,0
515,-29.86787765552133,-51.17923924340377,61,0
516,-29.86787765552133,-51.17923924340377,61,0
517,-29.867297089441877,-51.17946463964638,61,0
518,-29.867297089441877,-51.17946463964638,61,0
519,-29.865422202514708,-51.180174979320064,68,0
520,-29.86476650435439,-51.180205715171326,68,22
521,-29.86476650435439,-51.180205715171326,68,22
522,-29.86476650435439,-51.180205715171326,68,22
523,-29.86282331553552,-51.17994958307745,66,0
524,-29.86282331553552,-51.17994958307745,66,0
525,-29.86218127775354,-51.18000422459081,66,0
526,-29.86074352293325,-51.18019546988757,66,0
527,-29.860261994596765,-51.180260356684684,66,0
528,-29.860261994596765,-51.180260356684684,66,0
529,-29.859005239789482,-51.18043111141394,63,0
530,-29.858373447291257,-51.180451601981446,63,0
531,-29.858373447291257,-51.180451601981446,63,0
532,-29.857126937767728,-51.18029109253595,63,22
533,-29.85650539055326,-51.18018522460382,66,22
534,-29.85650539055326,-51.18018522460382,66,22
535,-29.85650539055326,-51.18018522460382,66,22
